Date,Forecasted_Sales
2024-05-31,21.34002782245301
2024-06-30,39.894724264255636
2024-07-31,69.9491581819766
2024-08-31,45.55121272826488
2024-09-30,20.249133800386304
2024-10-31,49.57533149391345
2024-11-30,69.17576705339798
2024-12-31,36.04038841760018
2025-01-31,22.89235908159238
2025-02-28,58.59086436916502
2025-03-31,64.79716884377048
2025-04-30,27.895661897960423
